Sale_Date,Company,Brand,Model,Production_Year,Country,Fuel_Type,Engine_Volume,Transmission,Drive_Type,Region,Area,Dealer_Center,Segment_2013,Class_2013,Quantity,Price_USD,Total_Price_USD
2019-08-31,Вираж,GAZ,2705,2019,RUS,F,2.7,Механика,RWD,Актау,Мангистауская Область,Вираж Актау,Коммерческие автомобили,Микроавтобусы,1.0,18065.59357,18065.59357
2019-09-30,Вираж,GAZ,2705,2018,RUS,,,Механика,RWD,Караганда,Карагандинская Область,Вираж Караганда,Коммерческие автомобили,Микроавтобусы,1.0,17103.15892,17103.15892
2019-09-30,Вираж,GAZ,2705,2019,RUS,,,Механика,RWD,Караганда,Карагандинская Область,Вираж Караганда,Коммерческие автомобили,Микроавтобусы,1.0,17103.15892,17103.15892
2019-09-30,Вираж,GAZ,2705,2019,RUS,,,Механика,RWD,Актау,Мангистауская Область,Вираж Актау,Коммерческие автомобили,Микроавтобусы,1.0,17103.15892,17103.15892
2019-09-30,Вираж,GAZ,2705,2019,RUS,,,Механика,RWD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Микроавтобусы,1.0,17103.15892,17103.15892
2019-09-30,Вираж,GAZ,2705,2018,RUS,,,Механика,RWD,Нур-султан,Г.нур-султан,Вираж Астана,Коммерческие автомобили,Микроавтобусы,1.0,17723.21302,17723.21302
2019-09-30,Вираж,GAZ,2705,2019,RUS,,,Механика,RWD,Нур-султан,Г.нур-султан,Вираж Астана,Коммерческие автомобили,Микроавтобусы,1.0,17774.88419,17774.88419
2019-01-31,Вираж,GAZ,2752,2018,RUS,D,2.8,Механика,4WD,Павлодар,Павлодарская Область,Вираж Павлодар,Коммерческие автомобили,Микроавтобусы,1.0,18270.02428,18270.02428
2019-01-31,Вираж,GAZ,2752,2018,RUS,D,2.8,Механика,4WD,Кокшетау,Акмолинская Область,Вираж Кокшетау,Коммерческие автомобили,Микроавтобусы,1.0,18270.02428,18270.02428
2019-02-28,Вираж,GAZ,2752,2017,RUS,F,2.7,Механика,4WD,Кызылорда,Кызылординская Область,Вираж Кызылорда,Коммерческие автомобили,Микроавтобусы,1.0,18294.78993,18294.78993
2019-02-28,Вираж,GAZ,2752,2018,RUS,D,2.8,Механика,4WD,Караганда,Карагандинская Область,Вираж Караганда,Коммерческие автомобили,Микроавтобусы,1.0,18294.78993,18294.78993
2019-02-28,Вираж,GAZ,2752,2018,RUS,D,2.8,Механика,4WD,Атырау,Атырауская Область,Вираж Атырау,Коммерческие автомобили,Микроавтобусы,1.0,18294.78993,18294.78993
2019-02-28,Вираж,GAZ,2752,2017,RUS,F,2.7,Механика,4WD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Микроавтобусы,1.0,18294.78993,18294.78993
2019-03-31,Вираж,GAZ,2752,2019,RUS,F,2.7,Механика,4WD,Петропавловск,Северо-казахстанская Область,Вираж Петропавловск,Коммерческие автомобили,Микроавтобусы,1.0,18336.87003,18336.87003
2019-04-30,Вираж,GAZ,2752,2019,RUS,F,2.7,Механика,4WD,Кокшетау,Акмолинская Область,Вираж Кокшетау,Коммерческие автомобили,Микроавтобусы,1.0,18213.81805,18213.81805
2019-04-30,Вираж,GAZ,2752,2019,RUS,F,2.7,Механика,4WD,Нур-султан,Г.нур-султан,Вираж Астана,Коммерческие автомобили,Микроавтобусы,1.0,18213.81805,18213.81805
2019-05-31,Вираж,GAZ,2752,2019,RUS,F,2.7,Механика,4WD,Кокшетау,Акмолинская Область,Вираж Кокшетау,Коммерческие автомобили,Микроавтобусы,1.0,18191.44123,18191.44123
2019-05-31,Вираж,GAZ,2752,2019,RUS,F,2.7,Механика,4WD,Костанай,Костанайская Область,Вираж Костанай,Коммерческие автомобили,Микроавтобусы,1.0,18191.44123,18191.44123
2019-05-31,Вираж,GAZ,2752,2019,RUS,F,2.7,Механика,4WD,Актобе,Актюбинская Область,Вираж Актобе,Коммерческие автомобили,Микроавтобусы,1.0,18191.44123,18191.44123
2019-05-31,Вираж,GAZ,2752,2018,RUS,D,2.8,Механика,4WD,Актау,Мангистауская Область,Вираж Актау,Коммерческие автомобили,Микроавтобусы,1.0,12894.26617,12894.26617
2019-06-30,Вираж,GAZ,2752,2018,RUS,F,2.7,Механика,RWD,Костанай,Костанайская Область,Вираж Костанай,Коммерческие автомобили,Микроавтобусы,1.0,18096.02174,18096.02174
2019-07-31,Вираж,GAZ,2752,2019,RUS,F,2.7,Механика,4WD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Микроавтобусы,1.0,18012.77267,18012.77267
2019-07-31,Вираж,GAZ,2752,2019,RUS,F,2.7,Механика,4WD,Актобе,Актюбинская Область,Вираж Актобе,Коммерческие автомобили,Микроавтобусы,1.0,18012.77267,18012.77267
2019-08-31,Вираж,GAZ,2752,2019,RUS,F,2.7,Механика,4WD,Костанай,Костанайская Область,Вираж Костанай,Коммерческие автомобили,Микроавтобусы,1.0,17876.81769,17876.81769
2019-08-31,Вираж,GAZ,2752,2019,RUS,F,2.7,Механика,4WD,Караганда,Карагандинская Область,Вираж Караганда,Коммерческие автомобили,Микроавтобусы,1.0,17876.81769,17876.81769
2019-09-30,Вираж,GAZ,2752,2019,RUS,,,Механика,RWD,Караганда,Карагандинская Область,Вираж Караганда,Коммерческие автомобили,Микроавтобусы,1.0,13951.21724,13951.21724
2019-09-30,Вираж,GAZ,2752,2019,RUS,,,Механика,RWD,Усть-каменогорск,Восточно-казахстанская Область,Вираж Усть-Каменогорск,Коммерческие автомобили,Микроавтобусы,1.0,13951.21724,13951.21724
2019-09-30,Вираж,GAZ,2752,2019,RUS,,,Механика,RWD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Микроавтобусы,1.0,13951.21724,13951.21724
2019-09-30,Вираж,GAZ,2752,2019,RUS,,,Механика,RWD,Актобе,Актюбинская Область,Вираж Актобе,Коммерческие автомобили,Микроавтобусы,1.0,13951.21724,13951.21724
2019-09-30,Вираж,GAZ,2752,2019,RUS,,,Механика,RWD,Кокшетау,Акмолинская Область,Вираж Кокшетау,Коммерческие автомобили,Микроавтобусы,1.0,13951.21724,13951.21724
2019-09-30,Вираж,GAZ,2752,2019,RUS,,,Механика,RWD,Костанай,Костанайская Область,Вираж Костанай,Коммерческие автомобили,Микроавтобусы,1.0,13951.21724,13951.21724
2019-09-30,Вираж,GAZ,2752,2019,RUS,,,Механика,RWD,Петропавловск,Северо-казахстанская Область,Вираж Петропавловск,Коммерческие автомобили,Микроавтобусы,1.0,13951.21724,13951.21724
2019-01-31,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,RWD,Уральск,Западно-казахстанская Область,Вираж Уральск,Коммерческие автомобили,Микроавтобусы,1.0,18462.95235,18462.95235
2019-01-31,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,RWD,Костанай,Костанайская Область,Вираж Костанай,Коммерческие автомобили,Микроавтобусы,1.0,18462.95235,18462.95235
2019-01-31,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,RWD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Микроавтобусы,1.0,18462.95235,18462.95235
2019-02-28,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,4WD,Усть-каменогорск,Восточно-казахстанская Область,Вираж Усть-Каменогорск,Коммерческие автомобили,Микроавтобусы,1.0,23386.52663,23386.52663
2019-02-28,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,RWD,Петропавловск,Северо-казахстанская Область,Вираж Петропавловск,Коммерческие автомобили,Микроавтобусы,1.0,18487.97952,18487.97952
2019-02-28,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,RWD,Павлодар,Павлодарская Область,Вираж Павлодар,Коммерческие автомобили,Микроавтобусы,1.0,18487.97952,18487.97952
2019-02-28,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,4WD,Павлодар,Павлодарская Область,Вираж Павлодар,Коммерческие автомобили,Микроавтобусы,1.0,23386.52663,23386.52663
2019-02-28,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,RWD,Караганда,Карагандинская Область,Вираж Караганда,Коммерческие автомобили,Микроавтобусы,1.0,18487.97952,18487.97952
2019-02-28,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,RWD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Микроавтобусы,1.0,18487.97952,18487.97952
2019-02-28,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,RWD,Актобе,Актюбинская Область,Вираж Актобе,Коммерческие автомобили,Микроавтобусы,1.0,18487.97952,18487.97952
2019-03-31,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,RWD,Уральск,Западно-казахстанская Область,Вираж Уральск,Коммерческие автомобили,Микроавтобусы,1.0,18530.50398,18530.50398
2019-03-31,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,RWD,Атырау,Атырауская Область,Вираж Атырау,Коммерческие автомобили,Микроавтобусы,1.0,18530.50398,18530.50398
2019-03-31,Вираж,GAZ,3221,2018,KAZ,F,2.7,Механика,RWD,Атырау,Атырауская Область,Вираж Атырау,Коммерческие автомобили,Микроавтобусы,1.0,18530.50398,18530.50398
2019-04-30,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,4WD,Усть-каменогорск,Восточно-казахстанская Область,Вираж Усть-Каменогорск,Коммерческие автомобили,Микроавтобусы,1.0,23283.01897,23283.01897
2019-04-30,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,RWD,Усть-каменогорск,Восточно-казахстанская Область,Вираж Усть-Каменогорск,Коммерческие автомобили,Микроавтобусы,1.0,18406.1526,18406.1526
2019-04-30,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,RWD,Кызылорда,Кызылординская Область,Вираж Кызылорда,Коммерческие автомобили,Микроавтобусы,1.0,18406.1526,18406.1526
2019-04-30,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,RWD,Павлодар,Павлодарская Область,Вираж Павлодар,Коммерческие автомобили,Микроавтобусы,1.0,18406.1526,18406.1526
2019-04-30,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,RWD,Нур-султан,Г.нур-султан,Вираж Астана,Коммерческие автомобили,Микроавтобусы,1.0,18406.1526,18406.1526
2019-04-30,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,RWD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Микроавтобусы,1.0,18406.1526,18406.1526
2019-04-30,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,4WD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Микроавтобусы,1.0,23283.01897,23283.01897
2019-04-30,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,RWD,Актау,Мангистауская Область,Вираж Актау,Коммерческие автомобили,Микроавтобусы,1.0,18406.1526,18406.1526
2019-05-31,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,RWD,Шымкент,Южно-казахстанская Область,Вираж Шымкент,Коммерческие автомобили,Микроавтобусы,1.0,18383.53948,18383.53948
2019-05-31,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,RWD,Костанай,Костанайская Область,Вираж Костанай,Коммерческие автомобили,Микроавтобусы,1.0,18383.53948,18383.53948
2019-05-31,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,RWD,Нур-султан,Г.нур-султан,Вираж Астана,Коммерческие автомобили,Микроавтобусы,1.0,18383.53948,18383.53948
2019-05-31,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,4WD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Микроавтобусы,1.0,23254.41431,23254.41431
2019-05-31,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,RWD,Актау,Мангистауская Область,Вираж Актау,Коммерческие автомобили,Микроавтобусы,1.0,18383.53948,18383.53948
2019-06-30,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,RWD,Павлодар,Павлодарская Область,Вираж Павлодар,Коммерческие автомобили,Микроавтобусы,1.0,18287.11238,18287.11238
2019-06-30,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,RWD,Шымкент,Южно-казахстанская Область,Вираж Шымкент,Коммерческие автомобили,Микроавтобусы,1.0,18287.11238,18287.11238
2019-06-30,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,RWD,Костанай,Костанайская Область,Вираж Костанай,Коммерческие автомобили,Микроавтобусы,1.0,18287.11238,18287.11238
2019-06-30,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,RWD,Атырау,Атырауская Область,Вираж Атырау,Коммерческие автомобили,Микроавтобусы,1.0,18287.11238,18287.11238
2019-07-31,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,RWD,Караганда,Карагандинская Область,Вираж Караганда,Коммерческие автомобили,Микроавтобусы,1.0,18202.98421,18202.98421
2019-07-31,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,RWD,Нур-султан,Г.нур-султан,Вираж Астана,Коммерческие автомобили,Микроавтобусы,1.0,18202.98421,18202.98421
2019-07-31,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,4WD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Микроавтобусы,1.0,23026.01939,23026.01939
2019-07-31,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,RWD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Микроавтобусы,1.0,18202.98421,18202.98421
2019-08-31,Вираж,GAZ,3221,2019,KAZ,F,2.7,Механика,RWD,Усть-каменогорск,Восточно-казахстанская Область,Вираж Усть-Каменогорск,Коммерческие автомобили,Микроавтобусы,1.0,18065.59357,18065.59357
2019-08-31,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,4WD,Усть-каменогорск,Восточно-казахстанская Область,Вираж Усть-Каменогорск,Коммерческие автомобили,Микроавтобусы,1.0,22852.22594,22852.22594
2019-08-31,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,4WD,Усть-каменогорск,Восточно-казахстанская Область,Вираж Усть-Каменогорск,Коммерческие автомобили,Микроавтобусы,1.0,22852.22594,22852.22594
2019-08-31,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,RWD,Усть-каменогорск,Восточно-казахстанская Область,Вираж Усть-Каменогорск,Коммерческие автомобили,Микроавтобусы,1.0,18065.59357,18065.59357
2019-08-31,Вираж,GAZ,3221,2019,KAZ,F,2.7,Механика,RWD,Уральск,Западно-казахстанская Область,Вираж Уральск,Коммерческие автомобили,Микроавтобусы,1.0,18065.59357,18065.59357
2019-08-31,Вираж,GAZ,3221,2018,KAZ,F,2.7,Механика,RWD,Павлодар,Павлодарская Область,Вираж Павлодар,Коммерческие автомобили,Микроавтобусы,1.0,18065.59357,18065.59357
2019-08-31,Вираж,GAZ,3221,2019,KAZ,F,2.7,Механика,RWD,Павлодар,Павлодарская Область,Вираж Павлодар,Коммерческие автомобили,Микроавтобусы,1.0,18065.59357,18065.59357
2019-08-31,Вираж,GAZ,3221,2019,KAZ,F,2.7,Механика,RWD,Костанай,Костанайская Область,Вираж Костанай,Коммерческие автомобили,Микроавтобусы,1.0,18065.59357,18065.59357
2019-08-31,Вираж,GAZ,3221,2019,KAZ,F,2.7,Механика,RWD,Кокшетау,Акмолинская Область,Вираж Кокшетау,Коммерческие автомобили,Микроавтобусы,1.0,18065.59357,18065.59357
2019-08-31,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,RWD,Кокшетау,Акмолинская Область,Вираж Кокшетау,Коммерческие автомобили,Микроавтобусы,1.0,18065.59357,18065.59357
2019-08-31,Вираж,GAZ,3221,2019,KAZ,F,2.7,Механика,RWD,Атырау,Атырауская Область,Вираж Атырау,Коммерческие автомобили,Микроавтобусы,1.0,18065.59357,18065.59357
2019-08-31,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,RWD,Атырау,Атырауская Область,Вираж Атырау,Коммерческие автомобили,Микроавтобусы,1.0,18065.59357,18065.59357
2019-08-31,Вираж,GAZ,3221,2018,KAZ,F,2.7,Механика,RWD,Нур-султан,Г.нур-султан,Вираж Астана,Коммерческие автомобили,Микроавтобусы,1.0,18065.59357,18065.59357
2019-08-31,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,4WD,Нур-султан,Г.нур-султан,Вираж Астана,Коммерческие автомобили,Микроавтобусы,1.0,22852.22594,22852.22594
2019-08-31,Вираж,GAZ,3221,2019,RUS,F,2.7,Механика,RWD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Микроавтобусы,1.0,18065.59357,18065.59357
2019-08-31,Вираж,GAZ,3221,2019,KAZ,F,2.7,Механика,RWD,Актау,Мангистауская Область,Вираж Актау,Коммерческие автомобили,Микроавтобусы,1.0,18065.59357,18065.59357
2019-08-31,Вираж,GAZ,3221,2018,RUS,F,2.7,Механика,RWD,Актау,Мангистауская Область,Вираж Актау,Коммерческие автомобили,Микроавтобусы,1.0,18065.59357,18065.59357
2019-09-30,Вираж,GAZ,3221,2018,RUS,,,Механика,RWD,Кызылорда,Кызылординская Область,Вираж Кызылорда,Коммерческие автомобили,Микроавтобусы,1.0,18826.3926,18826.3926
2019-09-30,Вираж,GAZ,3221,2018,RUS,,,Механика,RWD,Караганда,Карагандинская Область,Вираж Караганда,Коммерческие автомобили,Микроавтобусы,1.0,18826.3926,18826.3926
2019-09-30,Вираж,GAZ,3221,2019,RUS,,,Механика,4WD,Актау,Мангистауская Область,Вираж Актау,Коммерческие автомобили,Микроавтобусы,1.0,18826.3926,18826.3926
2019-09-30,Вираж,GAZ,3221,2019,RUS,,,Механика,4WD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Микроавтобусы,1.0,18826.3926,18826.3926
2019-09-30,Вираж,GAZ,3221,2018,RUS,,,Механика,4WD,Шымкент,Южно-казахстанская Область,Вираж Шымкент,Коммерческие автомобили,Микроавтобусы,1.0,18826.3926,18826.3926
2019-01-31,Вираж,GAZ,3302,2018,KAZ,F,2.7,Механика,RWD,Костанай,Костанайская Область,Вираж Костанай,Коммерческие автомобили,Малотоннажные грузовики,1.0,15878.24474,15878.24474
2019-01-31,Вираж,GAZ,3302,2018,KAZ,F,2.7,Механика,RWD,Атырау,Атырауская Область,Вираж Атырау,Коммерческие автомобили,Малотоннажные грузовики,1.0,15280.96057,15280.96057
2019-01-31,Вираж,GAZ,3302,2018,KAZ,F,2.7,Механика,RWD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Малотоннажные грузовики,1.0,14543.60533,14543.60533
2019-01-31,Вираж,GAZ,3302,2018,KAZ,F,2.7,Механика,RWD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Малотоннажные грузовики,1.0,15280.96057,15280.96057
2019-01-31,Вираж,GAZ,3302,2018,KAZ,F,2.7,Механика,RWD,Актау,Мангистауская Область,Вираж Актау,Коммерческие автомобили,Малотоннажные грузовики,1.0,15878.24474,15878.24474
2019-01-31,Вираж,GAZ,3302,2018,KAZ,F,2.7,Механика,RWD,Шымкент,Южно-казахстанская Область,Вираж Шымкент,Коммерческие автомобили,Малотоннажные грузовики,1.0,15878.24474,15878.24474
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Шымкент,Южно-казахстанская Область,Вираж Шымкент,Коммерческие автомобили,Малотоннажные грузовики,1.0,15878.24474,15878.24474
2019-01-31,Вираж,GAZ,3302,2017,KAZ,F,2.7,Механика,RWD,Шымкент,Южно-казахстанская Область,Вираж Шымкент,Коммерческие автомобили,Малотоннажные грузовики,1.0,14543.60533,14543.60533
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Шымкент,Южно-казахстанская Область,Вираж Шымкент,Коммерческие автомобили,Малотоннажные грузовики,1.0,13147.8436,13147.8436
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Уральск,Западно-казахстанская Область,Вираж Уральск,Коммерческие автомобили,Малотоннажные грузовики,1.0,15878.24474,15878.24474
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Уральск,Западно-казахстанская Область,Вираж Уральск,Коммерческие автомобили,Малотоннажные грузовики,1.0,14543.60533,14543.60533
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Уральск,Западно-казахстанская Область,Вираж Уральск,Коммерческие автомобили,Малотоннажные грузовики,1.0,13147.8436,13147.8436
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Усть-каменогорск,Восточно-казахстанская Область,Вираж Усть-Каменогорск,Коммерческие автомобили,Малотоннажные грузовики,1.0,15280.96057,15280.96057
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Павлодар,Павлодарская Область,Вираж Павлодар,Коммерческие автомобили,Малотоннажные грузовики,1.0,15280.96057,15280.96057
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Павлодар,Павлодарская Область,Вираж Павлодар,Коммерческие автомобили,Малотоннажные грузовики,1.0,15878.24474,15878.24474
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Кызылорда,Кызылординская Область,Вираж Кызылорда,Коммерческие автомобили,Малотоннажные грузовики,1.0,13147.8436,13147.8436
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Костанай,Костанайская Область,Вираж Костанай,Коммерческие автомобили,Малотоннажные грузовики,1.0,15878.24474,15878.24474
2019-01-31,Вираж,GAZ,3302,2017,KAZ,F,2.7,Механика,RWD,Костанай,Костанайская Область,Вираж Костанай,Коммерческие автомобили,Малотоннажные грузовики,1.0,14543.60533,14543.60533
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Кокшетау,Акмолинская Область,Вираж Кокшетау,Коммерческие автомобили,Малотоннажные грузовики,1.0,13147.8436,13147.8436
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Караганда,Карагандинская Область,Вираж Караганда,Коммерческие автомобили,Малотоннажные грузовики,1.0,15878.24474,15878.24474
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Караганда,Карагандинская Область,Вираж Караганда,Коммерческие автомобили,Малотоннажные грузовики,1.0,13147.8436,13147.8436
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Атырау,Атырауская Область,Вираж Атырау,Коммерческие автомобили,Малотоннажные грузовики,1.0,15280.96057,15280.96057
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Атырау,Атырауская Область,Вираж Атырау,Коммерческие автомобили,Малотоннажные грузовики,1.0,13557.97317,13557.97317
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Атырау,Атырауская Область,Вираж Атырау,Коммерческие автомобили,Малотоннажные грузовики,1.0,13147.8436,13147.8436
2019-01-31,Вираж,GAZ,3302,2017,KAZ,F,2.7,Механика,RWD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Малотоннажные грузовики,1.0,14543.60533,14543.60533
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Малотоннажные грузовики,1.0,13147.8436,13147.8436
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Малотоннажные грузовики,1.0,15280.96057,15280.96057
2019-01-31,Вираж,GAZ,3302,2016,KAZ,F,2.7,Механика,RWD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Малотоннажные грузовики,1.0,14543.60533,14543.60533
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Алматы,Г.алматы,Вираж Алматы,Коммерческие автомобили,Малотоннажные грузовики,1.0,15878.24474,15878.24474
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Нур-султан,Г.нур-султан,Вираж Астана,Коммерческие автомобили,Малотоннажные грузовики,1.0,15280.96057,15280.96057
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Нур-султан,Г.нур-султан,Вираж Астана,Коммерческие автомобили,Малотоннажные грузовики,1.0,13147.8436,13147.8436
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Нур-султан,Г.нур-султан,Вираж Астана,Коммерческие автомобили,Малотоннажные грузовики,1.0,13557.97317,13557.97317
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Нур-султан,Г.нур-султан,Вираж Астана,Коммерческие автомобили,Малотоннажные грузовики,1.0,15878.24474,15878.24474
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Актобе,Актюбинская Область,Вираж Актобе,Коммерческие автомобили,Малотоннажные грузовики,1.0,15280.96057,15280.96057
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Актобе,Актюбинская Область,Вираж Актобе,Коммерческие автомобили,Малотоннажные грузовики,1.0,13147.8436,13147.8436
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Актобе,Актюбинская Область,Вираж Актобе,Коммерческие автомобили,Малотоннажные грузовики,1.0,15878.24474,15878.24474
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Актау,Мангистауская Область,Вираж Актау,Коммерческие автомобили,Малотоннажные грузовики,1.0,13147.8436,13147.8436
2019-01-31,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Актау,Мангистауская Область,Вираж Актау,Коммерческие автомобили,Малотоннажные грузовики,1.0,15878.24474,15878.24474
2019-02-28,Вираж,GAZ,3302,2019,RUS,F,2.7,Механика,RWD,Шымкент,Южно-казахстанская Область,Вираж Шымкент,Коммерческие автомобили,Малотоннажные грузовики,1.0,15261.97794,15261.97794
2019-02-28,Вираж,GAZ,3302,2018,RUS,F,2.7,Механика,RWD,Шымкент,Южно-казахстанская Область,Вираж Шымкент,Коммерческие автомобили,Малотоннажные грузовики,1.0,15878.59679,15878.59679
2019-02-28,Вираж,GAZ,3302,2018,KAZ,F,2.7,Механика,RWD,Шымкент,Южно-казахстанская Область,Вираж Шымкент,Коммерческие автомобили,Малотоннажные грузовики,1.0,15261.97794,15261.97794
2019-02-28,Вираж,GAZ,3302,2018,KAZ,F,2.7,Механика,RWD,Шымкент,Южно-казахстанская Область,Вираж Шымкент,Коммерческие автомобили,Малотоннажные грузовики,1.0,15878.59679,15878.59679
2019-02-28,Вираж,GAZ,3302,2017,KAZ,F,2.7,Механика,RWD,Шымкент,Южно-казахстанская Область,Вираж Шымкент,Коммерческие автомобили,Малотоннажные грузовики,1.0,15261.97794,15261.97794
2019-02-28,Вираж,GAZ,3302,2019,RUS,F,2.7,Механика,RWD,Усть-каменогорск,Восточно-казахстанская Область,Вираж Усть-Каменогорск,Коммерческие автомобили,Малотоннажные грузовики,1.0,15878.59679,15878.59679
2019-02-28,Вираж,GAZ,3302,2019,RUS,F,2.7,Механика,RWD,Усть-каменогорск,Восточно-казахстанская Область,Вираж Усть-Каменогорск,Коммерческие автомобили,Малотоннажные грузовики,1.0,15261.97794,15261.97794
2019-02-28,Вираж,GAZ,3302,2017,KAZ,F,2.7,Механика,RWD,Усть-каменогорск,Восточно-казахстанская Область,Вираж Усть-Каменогорск,Коммерческие автомобили,Малотоннажные грузовики,1.0,15261.97794,15261.97794
2019-02-28,Вираж,GAZ,3302,2019,RUS,F,2.7,Механика,RWD,Уральск,Западно-казахстанская Область,Вираж Уральск,Коммерческие автомобили,Малотоннажные грузовики,1.0,16050.61492,16050.61492
