Sale_Date,Company,Brand,Model,Production_Year,Country,Fuel_Type,Engine_Volume,Transmission,Drive_Type,Region,Area,Dealer_Center,Segment_2013,Class_2013,Quantity,Price_USD,Total_Price_USD
2019-08-31,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,3.5,Автомат,4WD,Шымкент,Южно-казахстанская Область,Лексус Шымкент,Внедорожники,Среднеразмерные SUV,1.0,65974.09326,65974.09326
2019-08-31,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,2.0,Автомат,4WD,Шымкент,Южно-казахстанская Область,Лексус Шымкент,Внедорожники,Среднеразмерные SUV,1.0,54792.74611,54792.74611
2019-08-31,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,3.5,Автомат,4WD,Алматы,Г.алматы,Лексус Алматы,Внедорожники,Среднеразмерные SUV,1.0,65974.09326,65974.09326
2019-08-31,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,2.0,Автомат,FWD,Актобе,Актюбинская Область,Лексус Актобе,Внедорожники,Среднеразмерные SUV,1.0,49352.33161,49352.33161
2019-08-31,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,2.0,Автомат,4WD,Актобе,Актюбинская Область,Лексус Актобе,Внедорожники,Среднеразмерные SUV,1.0,48854.92228,48854.92228
2019-08-31,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,3.5,Автомат,4WD,Актобе,Актюбинская Область,Лексус Актобе,Внедорожники,Среднеразмерные SUV,1.0,65336.78756,65336.78756
2019-08-31,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,2.0,Автомат,4WD,Шымкент,Южно-казахстанская Область,Лексус Шымкент,Внедорожники,Среднеразмерные SUV,1.0,48854.92228,48854.92228
2019-08-31,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,2.0,Автомат,FWD,Шымкент,Южно-казахстанская Область,Лексус Шымкент,Внедорожники,Среднеразмерные SUV,1.0,49352.33161,49352.33161
2019-09-30,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,2.0,Автомат,4WD,Алматы,Г.алматы,Лексус Алматы,Внедорожники,Среднеразмерные SUV,1.0,54642.26754,54642.26754
2019-09-30,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,2.0,Автомат,4WD,Нур-султан,Г.нур-султан,Лексус Астана,Внедорожники,Среднеразмерные SUV,1.0,54642.26754,54642.26754
2019-09-30,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,3.5,Автомат,4WD,Шымкент,Южно-казахстанская Область,Лексус Шымкент,Внедорожники,Среднеразмерные SUV,1.0,65792.9071,65792.9071
2019-09-30,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,3.5,Автомат,4WD,Актобе,Актюбинская Область,Лексус Актобе,Внедорожники,Среднеразмерные SUV,1.0,60584.45266,60584.45266
2019-09-30,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,2.0,Автомат,FWD,Шымкент,Южно-казахстанская Область,Лексус Шымкент,Внедорожники,Среднеразмерные SUV,1.0,49216.79417,49216.79417
2019-09-30,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,2.0,Автомат,FWD,Нур-султан,Г.нур-султан,Лексус Астана,Внедорожники,Среднеразмерные SUV,1.0,49216.79417,49216.79417
2019-09-30,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,2.0,Автомат,4WD,Нур-султан,Г.нур-султан,Лексус Астана,Внедорожники,Среднеразмерные SUV,1.0,48720.75089,48720.75089
2019-09-30,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,2.0,Автомат,4WD,Шымкент,Южно-казахстанская Область,Лексус Шымкент,Внедорожники,Среднеразмерные SUV,1.0,54642.26754,54642.26754
2019-09-30,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,2.0,Автомат,4WD,Актобе,Актюбинская Область,Лексус Актобе,Внедорожники,Среднеразмерные SUV,1.0,54642.26754,54642.26754
2019-09-30,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,3.5,Автомат,4WD,Алматы,Г.алматы,Лексус Алматы,Внедорожники,Среднеразмерные SUV,1.0,65157.35165,65157.35165
2019-09-30,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,2.0,Автомат,FWD,Алматы,Г.алматы,Лексус Алматы,Внедорожники,Среднеразмерные SUV,1.0,49216.79417,49216.79417
2019-09-30,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,3.5,Автомат,4WD,Нур-султан,Г.нур-султан,Лексус Астана,Внедорожники,Среднеразмерные SUV,1.0,65792.9071,65792.9071
2019-09-30,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,3.5,Автомат,4WD,Алматы,Г.алматы,Лексус Алматы,Внедорожники,Среднеразмерные SUV,1.0,65792.9071,65792.9071
2019-09-30,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,2.0,Автомат,4WD,Шымкент,Южно-казахстанская Область,Лексус Шымкент,Внедорожники,Среднеразмерные SUV,1.0,48720.75089,48720.75089
2019-09-30,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,2.0,Автомат,4WD,Алматы,Г.алматы,Лексус Алматы,Внедорожники,Среднеразмерные SUV,1.0,48720.75089,48720.75089
2019-09-30,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,3.5,Автомат,4WD,Актобе,Актюбинская Область,Лексус Актобе,Внедорожники,Среднеразмерные SUV,1.0,66113.26838,66113.26838
2019-09-30,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,3.5,Автомат,4WD,Нур-султан,Г.нур-султан,Лексус Астана,Внедорожники,Среднеразмерные SUV,1.0,66113.26838,66113.26838
2019-09-30,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,3.5,Автомат,4WD,Алматы,Г.алматы,Лексус Алматы,Внедорожники,Среднеразмерные SUV,1.0,60584.45266,60584.45266
2019-01-31,Toyota Motor Kazakhstan,Lexus,RX,2018,JPN,F,3.5,Автомат,4WD,Экспорт,Экспорт Область,Лексус Бишкек,Внедорожники,Среднеразмерные SUV,1.0,67630.53976,67630.53976
2019-01-31,Toyota Motor Kazakhstan,Lexus,RX,2018,JPN,F,3.5,Автомат,4WD,Экспорт,Экспорт Область,Лексус Бишкек,Внедорожники,Среднеразмерные SUV,1.0,66652.68514,66652.68514
2019-04-30,Toyota Motor Kazakhstan,Lexus,RX,2018,JPN,F,3.5,Автомат,4WD,Экспорт,Экспорт Область,Лексус Бишкек,Внедорожники,Среднеразмерные SUV,1.0,67422.47996,67422.47996
2019-05-31,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,3.5,Автомат,4WD,Экспорт,Экспорт Область,Лексус Бишкек,Внедорожники,Среднеразмерные SUV,1.0,66365.99852,66365.99852
2019-07-31,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,3.5,Автомат,4WD,Экспорт,Экспорт Область,Лексус Бишкек,Внедорожники,Среднеразмерные SUV,1.0,66678.26596,66678.26596
2019-07-31,Toyota Motor Kazakhstan,Lexus,RX,2019,JPN,F,3.5,Автомат,4WD,Экспорт,Экспорт Область,Лексус Бишкек,Внедорожники,Среднеразмерные SUV,1.0,66355.1669,66355.1669
2019-08-31,Toyota Motor Kazakhstan,Lexus,RXH,2019,JPN,HYB,3.5,Автомат,4WD,Нур-султан,Г.нур-султан,Лексус Астана,Внедорожники,Среднеразмерные SUV,1.0,74041.45078,74041.45078
2019-09-30,Toyota Motor Kazakhstan,Lexus,RXH,2019,JPN,HYB,3.5,Автомат,4WD,Нур-султан,Г.нур-султан,Лексус Астана,Внедорожники,Среднеразмерные SUV,1.0,73838.10904,73838.10904
2019-04-30,Лифан Моторс Рус,Lifan,Murman,2017,RUS,F,1.8,Механика,FWD,Костанай,Костанайская Область,Автодом Костанай,Легковые автомобили,D класс,1.0,15386.50022,15386.50022
2019-06-30,Лифан Моторс Рус,Lifan,Murman,2018,RUS,F,1.8,Механика,FWD,Павлодар,Павлодарская Область,Камкор-Авто Павлодар,Легковые автомобили,D класс,1.0,15993.76294,15993.76294
2019-08-31,Лифан Моторс Рус,Lifan,Murman,2018,RUS,F,1.8,Механика,FWD,Уральск,Западно-казахстанская Область,Урал-Кров Авто,Легковые автомобили,D класс,1.0,15800.02436,15800.02436
2019-08-31,Лифан Моторс Рус,Lifan,Murman,2018,RUS,F,1.8,Механика,FWD,Актау,Мангистауская Область,Урал-Кров Авто,Легковые автомобили,D класс,1.0,15800.02436,15800.02436
2019-01-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Костанай,Костанайская Область,Автодом Костанай,Легковые автомобили,C класс,1.0,11273.53907,11273.53907
2019-01-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Нур-султан,Г.нур-султан,Терра Моторс,Легковые автомобили,C класс,1.0,11273.53907,11273.53907
2019-01-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Нур-султан,Г.нур-султан,Терра Моторс,Легковые автомобили,C класс,1.0,11273.53907,11273.53907
2019-01-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Караганда,Карагандинская Область,AutoGood Караганда,Легковые автомобили,C класс,1.0,11273.53907,11273.53907
2019-01-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Кызылорда,Кызылординская Область,Allur Auto Кызылорда,Легковые автомобили,C класс,1.0,11273.53907,11273.53907
2019-01-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Алматы,Г.алматы,ABS-INVEST,Легковые автомобили,C класс,1.0,11273.53907,11273.53907
2019-01-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Алматы,Г.алматы,ABS-INVEST,Легковые автомобили,C класс,1.0,11273.53907,11273.53907
2019-02-28,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Павлодар,Павлодарская Область,Камкор-Авто Павлодар,Легковые автомобили,C класс,1.0,11273.53907,11273.53907
2019-02-28,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Костанай,Костанайская Область,Автодом Костанай,Легковые автомобили,C класс,1.0,11273.53907,11273.53907
2019-02-28,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Нур-султан,Г.нур-султан,Терра Моторс,Легковые автомобили,C класс,1.0,11273.53907,11273.53907
2019-02-28,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Нур-султан,Г.нур-султан,Терра Моторс,Легковые автомобили,C класс,1.0,11273.53907,11273.53907
2019-02-28,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Шымкент,Южно-казахстанская Область,Shym Auto,Легковые автомобили,C класс,1.0,11273.53907,11273.53907
2019-02-28,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Шымкент,Южно-казахстанская Область,Shym Auto,Легковые автомобили,C класс,1.0,11273.53907,11273.53907
2019-02-28,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Караганда,Карагандинская Область,AutoGood Караганда,Легковые автомобили,C класс,1.0,11273.53907,11273.53907
2019-02-28,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Алматы,Г.алматы,ABS-INVEST,Легковые автомобили,C класс,1.0,11273.53907,11273.53907
2019-03-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Шымкент,Южно-казахстанская Область,Shym Auto,Легковые автомобили,C класс,1.0,11299.4695,11299.4695
2019-03-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Шымкент,Южно-казахстанская Область,Shym Auto,Легковые автомобили,C класс,1.0,11299.4695,11299.4695
2019-03-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Павлодар,Павлодарская Область,Камкор-Авто Павлодар,Легковые автомобили,C класс,1.0,11299.4695,11299.4695
2019-03-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Кызылорда,Кызылординская Область,Allur Auto Кызылорда,Легковые автомобили,C класс,1.0,11299.4695,11299.4695
2019-03-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Алматы,Г.алматы,ABS-INVEST,Легковые автомобили,C класс,1.0,11299.4695,11299.4695
2019-03-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Алматы,Г.алматы,ABS-INVEST,Легковые автомобили,C класс,1.0,11299.4695,11299.4695
2019-04-30,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Павлодар,Павлодарская Область,Камкор-Авто Павлодар,Легковые автомобили,C класс,1.0,11223.64292,11223.64292
2019-04-30,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Нур-султан,Г.нур-султан,Терра Моторс,Легковые автомобили,C класс,1.0,11223.64292,11223.64292
2019-04-30,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Нур-султан,Г.нур-султан,Терра Моторс,Легковые автомобили,C класс,1.0,11223.64292,11223.64292
2019-04-30,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Кызылорда,Кызылординская Область,Allur Auto Кызылорда,Легковые автомобили,C класс,1.0,11223.64292,11223.64292
2019-04-30,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Алматы,Г.алматы,ABS-INVEST,Легковые автомобили,C класс,1.0,11223.64292,11223.64292
2019-05-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Костанай,Костанайская Область,Автодом Костанай,Легковые автомобили,C класс,1.0,10657.24256,10657.24256
2019-05-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Нур-султан,Г.нур-султан,Терра Моторс,Легковые автомобили,C класс,1.0,10657.24256,10657.24256
2019-05-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Алматы,Г.алматы,ABS-INVEST,Легковые автомобили,C класс,1.0,11341.42811,11341.42811
2019-06-30,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Костанай,Костанайская Область,Автодом Костанай,Легковые автомобили,C класс,1.0,10601.34217,10601.34217
2019-06-30,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Нур-султан,Г.нур-султан,Терра Моторс,Легковые автомобили,C класс,1.0,10601.34217,10601.34217
2019-06-30,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Нур-султан,Г.нур-султан,Терра Моторс,Легковые автомобили,C класс,1.0,10601.34217,10601.34217
2019-06-30,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Караганда,Карагандинская Область,AutoGood Караганда,Легковые автомобили,C класс,1.0,10601.34217,10601.34217
2019-06-30,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Алматы,Г.алматы,ABS-INVEST,Легковые автомобили,C класс,1.0,10601.34217,10601.34217
2019-06-30,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Алматы,Г.алматы,ABS-INVEST,Легковые автомобили,C класс,1.0,10601.34217,10601.34217
2019-07-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Атырау,Атырауская Область,Рус-Моторс,Легковые автомобили,C класс,1.0,10552.57168,10552.57168
2019-07-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Павлодар,Павлодарская Область,Камкор-Авто Павлодар,Легковые автомобили,C класс,1.0,10552.57168,10552.57168
2019-07-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Костанай,Костанайская Область,Автодом Костанай,Легковые автомобили,C класс,1.0,10552.57168,10552.57168
2019-07-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Нур-султан,Г.нур-султан,Терра Моторс,Легковые автомобили,C класс,1.0,10552.57168,10552.57168
2019-07-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Караганда,Карагандинская Область,AutoGood Караганда,Легковые автомобили,C класс,1.0,10552.57168,10552.57168
2019-07-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Караганда,Карагандинская Область,AutoGood Караганда,Легковые автомобили,C класс,1.0,10552.57168,10552.57168
2019-07-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.5,Механика,FWD,Алматы,Г.алматы,ABS-INVEST,Легковые автомобили,C класс,1.0,10552.57168,10552.57168
2019-07-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Алматы,Г.алматы,ABS-INVEST,Легковые автомобили,C класс,1.0,10552.57168,10552.57168
2019-08-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Алматы,Г.алматы,ABS-INVEST,Легковые автомобили,C класс,1.0,12037.34601,12037.34601
2019-08-31,Лифан Моторс Рус,Lifan,Solano,2018,RUS,F,1.8,Автомат,FWD,Караганда,Карагандинская Область,AutoGood Караганда,Легковые автомобили,C класс,1.0,12037.34601,12037.34601
2019-01-31,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Павлодар,Павлодарская Область,Камкор-Авто Павлодар,Внедорожники,Субкомпактные SUV,1.0,12199.79055,12199.79055
2019-01-31,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Механика,FWD,Павлодар,Павлодарская Область,Камкор-Авто Павлодар,Внедорожники,Субкомпактные SUV,1.0,12199.79055,12199.79055
2019-01-31,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Нур-султан,Г.нур-султан,Терра Моторс,Внедорожники,Субкомпактные SUV,1.0,12199.79055,12199.79055
2019-01-31,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Механика,FWD,Нур-султан,Г.нур-султан,Терра Моторс,Внедорожники,Субкомпактные SUV,1.0,12199.79055,12199.79055
2019-01-31,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Караганда,Карагандинская Область,AutoGood Караганда,Внедорожники,Субкомпактные SUV,1.0,12199.79055,12199.79055
2019-01-31,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Алматы,Г.алматы,ABS-INVEST,Внедорожники,Субкомпактные SUV,1.0,12199.79055,12199.79055
2019-02-28,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Атырау,Атырауская Область,Рус-Моторс,Внедорожники,Субкомпактные SUV,1.0,12199.79055,12199.79055
2019-02-28,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Нур-султан,Г.нур-султан,Терра Моторс,Внедорожники,Субкомпактные SUV,1.0,12199.79055,12199.79055
2019-02-28,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Караганда,Карагандинская Область,AutoGood Караганда,Внедорожники,Субкомпактные SUV,1.0,12199.79055,12199.79055
2019-02-28,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Алматы,Г.алматы,ABS-INVEST,Внедорожники,Субкомпактные SUV,1.0,12199.79055,12199.79055
2019-03-31,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Шымкент,Южно-казахстанская Область,Shym Auto,Внедорожники,Субкомпактные SUV,1.0,12227.85146,12227.85146
2019-03-31,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Костанай,Костанайская Область,Автодом Костанай,Внедорожники,Субкомпактные SUV,1.0,12227.85146,12227.85146
2019-03-31,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Алматы,Г.алматы,ABS-INVEST,Внедорожники,Субкомпактные SUV,1.0,12227.85146,12227.85146
2019-04-30,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Уральск,Западно-казахстанская Область,Урал-Кров Авто,Внедорожники,Субкомпактные SUV,1.0,12145.79486,12145.79486
2019-04-30,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Нур-султан,Г.нур-султан,Терра Моторс,Внедорожники,Субкомпактные SUV,1.0,12145.79486,12145.79486
2019-04-30,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Алматы,Г.алматы,ABS-INVEST,Внедорожники,Субкомпактные SUV,1.0,12145.79486,12145.79486
2019-05-31,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Уральск,Западно-казахстанская Область,Урал-Кров Авто,Внедорожники,Субкомпактные SUV,1.0,12130.87298,12130.87298
2019-05-31,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Алматы,Г.алматы,ABS-INVEST,Внедорожники,Субкомпактные SUV,1.0,12130.87298,12130.87298
2019-06-30,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Механика,FWD,Костанай,Костанайская Область,Автодом Костанай,Внедорожники,Субкомпактные SUV,1.0,12067.24296,12067.24296
2019-06-30,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Караганда,Карагандинская Область,AutoGood Караганда,Внедорожники,Субкомпактные SUV,1.0,12067.24296,12067.24296
2019-06-30,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Алматы,Г.алматы,ABS-INVEST,Внедорожники,Субкомпактные SUV,1.0,12067.24296,12067.24296
2019-07-31,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Механика,FWD,Павлодар,Павлодарская Область,Камкор-Авто Павлодар,Внедорожники,Субкомпактные SUV,1.0,12011.72873,12011.72873
2019-07-31,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Костанай,Костанайская Область,Автодом Костанай,Внедорожники,Субкомпактные SUV,1.0,12011.72873,12011.72873
2019-07-31,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Механика,FWD,Костанай,Костанайская Область,Автодом Костанай,Внедорожники,Субкомпактные SUV,1.0,12011.72873,12011.72873
2019-07-31,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Механика,FWD,Нур-султан,Г.нур-султан,Терра Моторс,Внедорожники,Субкомпактные SUV,1.0,12011.72873,12011.72873
2019-08-31,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Нур-султан,Г.нур-султан,Терра Моторс,Внедорожники,Субкомпактные SUV,1.0,11921.06782,11921.06782
2019-08-31,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Уральск,Западно-казахстанская Область,Урал-Кров Авто,Внедорожники,Субкомпактные SUV,1.0,11921.06782,11921.06782
2019-08-31,Лифан Моторс Рус,Lifan,X50,2018,RUS,F,1.5,Автомат,FWD,Актау,Мангистауская Область,Урал-Кров Авто,Внедорожники,Субкомпактные SUV,1.0,11921.06782,11921.06782
2019-01-31,Лифан Моторс Рус,Lifan,X60,2017,RUS,F,1.8,Автомат,FWD,Павлодар,Павлодарская Область,Камкор-Авто Павлодар,Внедорожники,Компактные SUV,1.0,12676.14846,12676.14846
2019-01-31,Лифан Моторс Рус,Lifan,X60,2017,RUS,F,1.8,Автомат,FWD,Нур-султан,Г.нур-султан,Терра Моторс,Внедорожники,Компактные SUV,1.0,12676.14846,12676.14846
2019-01-31,Лифан Моторс Рус,Lifan,X60,2018,RUS,F,1.8,Автомат,FWD,Караганда,Карагандинская Область,AutoGood Караганда,Внедорожники,Компактные SUV,1.0,12676.14846,12676.14846
2019-01-31,Лифан Моторс Рус,Lifan,X60,2018,RUS,F,1.8,Автомат,FWD,Кызылорда,Кызылординская Область,Allur Auto Кызылорда,Внедорожники,Компактные SUV,1.0,12676.14846,12676.14846
2019-01-31,Лифан Моторс Рус,Lifan,X60,2018,RUS,F,1.8,Механика,FWD,Кызылорда,Кызылординская Область,Allur Auto Кызылорда,Внедорожники,Компактные SUV,1.0,12676.14846,12676.14846
2019-01-31,Лифан Моторс Рус,Lifan,X60,2018,RUS,F,1.8,Автомат,FWD,Алматы,Г.алматы,ABS-INVEST,Внедорожники,Компактные SUV,1.0,12676.14846,12676.14846
2019-02-28,Лифан Моторс Рус,Lifan,X60,2018,RUS,F,1.8,Механика,FWD,Павлодар,Павлодарская Область,Камкор-Авто Павлодар,Внедорожники,Компактные SUV,1.0,12676.14846,12676.14846
2019-02-28,Лифан Моторс Рус,Lifan,X60,2017,RUS,F,1.8,Автомат,FWD,Павлодар,Павлодарская Область,Камкор-Авто Павлодар,Внедорожники,Компактные SUV,1.0,12676.14846,12676.14846
2019-02-28,Лифан Моторс Рус,Lifan,X60,2018,RUS,F,1.8,Автомат,FWD,Костанай,Костанайская Область,Автодом Костанай,Внедорожники,Компактные SUV,1.0,12676.14846,12676.14846
2019-02-28,Лифан Моторс Рус,Lifan,X60,2018,RUS,F,1.8,Механика,FWD,Костанай,Костанайская Область,Автодом Костанай,Внедорожники,Компактные SUV,1.0,12676.14846,12676.14846
2019-02-28,Лифан Моторс Рус,Lifan,X60,2018,RUS,F,1.8,Механика,FWD,Караганда,Карагандинская Область,AutoGood Караганда,Внедорожники,Компактные SUV,1.0,12676.14846,12676.14846
2019-02-28,Лифан Моторс Рус,Lifan,X60,2018,RUS,F,1.8,Автомат,FWD,Кызылорда,Кызылординская Область,Allur Auto Кызылорда,Внедорожники,Компактные SUV,1.0,12676.14846,12676.14846
2019-02-28,Лифан Моторс Рус,Lifan,X60,2018,RUS,F,1.8,Автомат,FWD,Алматы,Г.алматы,ABS-INVEST,Внедорожники,Компактные SUV,1.0,12676.14846,12676.14846
2019-03-31,Лифан Моторс Рус,Lifan,X60,2018,RUS,F,1.8,Механика,FWD,Актау,Мангистауская Область,Урал-Кров Авто,Внедорожники,Компактные SUV,1.0,12705.30504,12705.30504
2019-03-31,Лифан Моторс Рус,Lifan,X60,2018,RUS,F,1.8,Механика,FWD,Уральск,Западно-казахстанская Область,Урал-Кров Авто,Внедорожники,Компактные SUV,1.0,12705.30504,12705.30504
2019-03-31,Лифан Моторс Рус,Lifan,X60,2018,RUS,F,1.8,Автомат,FWD,Павлодар,Павлодарская Область,Камкор-Авто Павлодар,Внедорожники,Компактные SUV,1.0,12705.30504,12705.30504
2019-03-31,Лифан Моторс Рус,Lifan,X60,2018,RUS,F,1.8,Механика,FWD,Костанай,Костанайская Область,Автодом Костанай,Внедорожники,Компактные SUV,1.0,12705.30504,12705.30504
2019-03-31,Лифан Моторс Рус,Lifan,X60,2018,RUS,F,1.8,Механика,FWD,Нур-султан,Г.нур-султан,Терра Моторс,Внедорожники,Компактные SUV,1.0,12705.30504,12705.30504
2019-03-31,Лифан Моторс Рус,Lifan,X60,2018,RUS,F,1.8,Автомат,FWD,Кызылорда,Кызылординская Область,Allur Auto Кызылорда,Внедорожники,Компактные SUV,1.0,12705.30504,12705.30504
2019-03-31,Лифан Моторс Рус,Lifan,X60,2018,RUS,F,1.8,Механика,FWD,Кызылорда,Кызылординская Область,Allur Auto Кызылорда,Внедорожники,Компактные SUV,1.0,12705.30504,12705.30504
