Год;Месяц;Компания;Бренд;Модель;Модификация;Год выпуска;Страна-производитель;Вид топлива;Объём двиг, л,;Коробка передач;Тип привода;Сегмент;Регион;Наименование дилерского центра;Тип клиента;Форма расчета;Количество;Цена, USD;Продажа, USD;Область;Сегментация 2013;Класс 2013;Сегментация Eng;Локализация производства
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2019;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Костанай;БИПЭК АВТО Костанай;;;6;8700;52200;Костанайская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2019;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Кокшетау;БИПЭК АВТО Кокшетау;;;13;8700;113100;Акмолинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2019;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Караганда;БИПЭК АВТО Караганда;;;10;8700;87000;Карагандинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2019;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Атырау;БИПЭК АВТО Атырау;;;5;8700;43500;Атырауская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2019;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Нур-Султан;БИПЭК АВТО Астана;;;5;8700;43500;г.Нур-Султан;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2019;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Нур-Султан;БИПЭК АВТО Астана;;;7;8700;60900;г.Нур-Султан;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2019;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Алматы;БИПЭК АВТО Алматы;;;24;8700;208800;г.Алматы;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2019;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Актобе;БИПЭК АВТО Актобе;;;8;8700;69600;Актюбинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;AMT;Передний;B класс ;Алматы;БИПЭК АВТО Алматы;;;50;8700;435000;г.Алматы;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Шымкент;БИПЭК АВТО Шымкент;;;3;8700;26100;Южно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Усть-Каменогорск;БИПЭК АВТО Усть-Каменогорск;;;1;8700;8700;Восточно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Уральск;БИПЭК АВТО Уральск;;;4;8700;34800;Западно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Тараз;БИПЭК АВТО Тараз;;;1;8700;8700;Жамбылская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Семей;БИПЭК АВТО Семей;;;3;8700;26100;Восточно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Петропавловск;БИПЭК АВТО Петропавловск;;;1;8700;8700;Северо-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Павлодар;БИПЭК АВТО Павлодар;;;4;8700;34800;Павлодарская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Кызылорда;БИПЭК АВТО Кызылорда;;;2;8700;17400;Кызылординская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Костанай;БИПЭК АВТО Костанай;;;5;8700;43500;Костанайская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Кокшетау;БИПЭК АВТО Кокшетау;;;5;8700;43500;Акмолинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Каскелен;БИПЭК АВТО Каскелен;;;1;8700;8700;Алматинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Караганда;БИПЭК АВТО Караганда;;;5;8700;43500;Карагандинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Атырау;БИПЭК АВТО Атырау;;;17;8700;147900;Атырауская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Нур-Султан;БИПЭК АВТО Астана;;;8;8700;69600;г.Нур-Султан;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Алматы;БИПЭК АВТО Алматы;;;7;8700;60900;г.Алматы;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Актобе;БИПЭК АВТО Актобе;;;8;8700;69600;Актюбинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Актау;БИПЭК АВТО Актау;;;12;8700;104400;Мангистауская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Шымкент;БИПЭК АВТО Шымкент;;;2;8700;17400;Южно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Усть-Каменогорск;БИПЭК АВТО Усть-Каменогорск;;;2;8700;17400;Восточно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Уральск;БИПЭК АВТО Уральск;;;7;8700;60900;Западно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Талдыкорган;БИПЭК АВТО Талдыкорган;;;1;8700;8700;Алматинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Семей;БИПЭК АВТО Семей;;;2;8700;17400;Восточно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Петропавловск;БИПЭК АВТО Петропавловск;;;2;8700;17400;Северо-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Павлодар;БИПЭК АВТО Павлодар;;;2;8700;17400;Павлодарская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Кызылорда;БИПЭК АВТО Кызылорда;;;1;8700;8700;Кызылординская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Костанай;БИПЭК АВТО Костанай;;;3;8700;26100;Костанайская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Каскелен;БИПЭК АВТО Каскелен;;;3;8700;26100;Алматинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Караганда;БИПЭК АВТО Караганда;;;2;8700;17400;Карагандинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Атырау;БИПЭК АВТО Атырау;;;20;8700;174000;Атырауская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Нур-Султан;БИПЭК АВТО Астана;;;6;8700;52200;г.Нур-Султан;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Алматы;БИПЭК АВТО Алматы;;;9;8700;78300;г.Алматы;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Актобе;БИПЭК АВТО Актобе;;;7;8700;60900;Актюбинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Январь;БИПЭК АВТО;Lada;Granta;Granta;2018;Республика Казахстан;Бензин;1,596;5 МТ;Передний;B класс ;Актау;БИПЭК АВТО Актау;;;9;8700;78300;Мангистауская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2018;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Экибастуз;БИПЭК АВТО Экибастуз;;;2;7100;14200;Павлодарская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Экибастуз;БИПЭК АВТО Экибастуз;;;1;7100;7100;Павлодарская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Шымкент;БИПЭК АВТО Шымкент;;;4;7100;28400;Южно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Шымкент;БИПЭК АВТО Шымкент;;;15;7100;106500;Южно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Усть-Каменогорск;БИПЭК АВТО Усть-Каменогорск;;;27;7100;191700;Восточно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Усть-Каменогорск;БИПЭК АВТО Усть-Каменогорск;;;2;7100;14200;Восточно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Уральск;БИПЭК АВТО Уральск;;;15;7100;106500;Западно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Уральск;БИПЭК АВТО Уральск;;;5;7100;35500;Западно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2018;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Тараз;БИПЭК АВТО Тараз;;;1;7100;7100;Жамбылская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Тараз;БИПЭК АВТО Тараз;;;1;7100;7100;Жамбылская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2018;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Талдыкорган;БИПЭК АВТО Талдыкорган;;;1;7100;7100;Алматинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Талдыкорган;БИПЭК АВТО Талдыкорган;;;2;7100;14200;Алматинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Семей;БИПЭК АВТО Семей;;;17;7100;120700;Восточно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Петропавловск;БИПЭК АВТО Петропавловск;;;12;7100;85200;Северо-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Петропавловск;БИПЭК АВТО Петропавловск;;;1;7100;7100;Северо-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Павлодар;БИПЭК АВТО Павлодар;;;7;7100;49700;Павлодарская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Павлодар;БИПЭК АВТО Павлодар;;;8;7100;56800;Павлодарская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Кызылорда;БИПЭК АВТО Кызылорда;;;10;7100;71000;Кызылординская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Кызылорда;БИПЭК АВТО Кызылорда;;;5;7100;35500;Кызылординская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2018;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Костанай;БИПЭК АВТО Костанай;;;2;7100;14200;Костанайская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Костанай;БИПЭК АВТО Костанай;;;24;7100;170400;Костанайская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Костанай;БИПЭК АВТО Костанай;;;2;7100;14200;Костанайская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Кокшетау;БИПЭК АВТО Кокшетау;;;12;7100;85200;Акмолинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Кокшетау;БИПЭК АВТО Кокшетау;;;2;7100;14200;Акмолинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Каскелен;БИПЭК АВТО Каскелен;;;2;7100;14200;Алматинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2018;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Караганда;БИПЭК АВТО Караганда;;;3;7100;21300;Карагандинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Караганда;БИПЭК АВТО Караганда;;;24;7100;170400;Карагандинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Караганда;БИПЭК АВТО Караганда;;;5;7100;35500;Карагандинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Атырау;БИПЭК АВТО Атырау;;;36;7100;255600;Атырауская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Атырау;БИПЭК АВТО Атырау;;;24;7100;170400;Атырауская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2018;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Нур-Султан;БИПЭК АВТО Астана;;;3;7100;21300;г.Нур-Султан;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Нур-Султан;БИПЭК АВТО Астана;;;9;7100;63900;г.Нур-Султан;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Нур-Султан;БИПЭК АВТО Астана;;;4;7100;28400;г.Нур-Султан;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Нур-Султан;БИПЭК АВТО Астана;;;30;7100;213000;г.Нур-Султан;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Нур-Султан;БИПЭК АВТО Астана;;;8;7100;56800;г.Нур-Султан;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2018;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Алматы;БИПЭК АВТО Алматы;;;5;7100;35500;г.Алматы;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2018;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Алматы;БИПЭК АВТО Алматы;;;2;7100;14200;г.Алматы;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2018;Республика Казахстан;Бензин;1,596;AMT;Передний;B класс ;Алматы;БИПЭК АВТО Алматы;;;50;7100;355000;г.Алматы;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Алматы;БИПЭК АВТО Алматы;;;26;7100;184600;г.Алматы;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Алматы;БИПЭК АВТО Алматы;;;25;7100;177500;г.Алматы;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2018;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Актобе;БИПЭК АВТО Актобе;;;4;7100;28400;Актюбинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2018;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Актобе;БИПЭК АВТО Актобе;;;3;7100;21300;Актюбинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Актобе;БИПЭК АВТО Актобе;;;10;7100;71000;Актюбинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Актобе;БИПЭК АВТО Актобе;;;5;7100;35500;Актюбинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2018;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Актау;БИПЭК АВТО Актау;;;1;7100;7100;Мангистауская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5МТ;Передний;B класс ;Актау;БИПЭК АВТО Актау;;;15;7100;106500;Мангистауская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4АТ;Передний;B класс ;Актау;БИПЭК АВТО Актау;;;15;7100;106500;Мангистауская область;Легковые автомобили;B класс;B;Локальное производство
2019;Февраль;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;AMT;Передний;B класс ;Актау;БИПЭК АВТО Актау;;;1;7100;7100;Мангистауская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5 МТ;Передний;#Н/Д;Тараз;БИПЭК АВТО Тараз;;;1;7100;7100;Жамбылская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5 МТ;Передний;#Н/Д;Караганда;БИПЭК АВТО Караганда;;;1;7100;7100;Карагандинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;5 МТ;Передний;#Н/Д;Актау;БИПЭК АВТО Актау;;;1;7100;7100;Мангистауская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2018;Республика Казахстан;Бензин;1,596;5 МТ;Передний;#Н/Д;Костанай;БИПЭК АВТО Костанай;;;1;7100;7100;Костанайская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Экибастуз;БИПЭК АВТО Экибастуз;;;1;7100;7100;Павлодарская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Шымкент;БИПЭК АВТО Шымкент;;;9;7100;63900;Южно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Усть-Каменогорск;БИПЭК АВТО Усть-Каменогорск;;;11;7100;78100;Восточно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Уральск;БИПЭК АВТО Уральск;;;4;7100;28400;Западно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Тараз;БИПЭК АВТО Тараз;;;1;7100;7100;Жамбылская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Талдыкорган;БИПЭК АВТО Талдыкорган;;;1;7100;7100;Алматинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Семей;БИПЭК АВТО Семей;;;9;7100;63900;Восточно-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Петропавловск;БИПЭК АВТО Петропавловск;;;3;7100;21300;Северо-Казахстанская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Павлодар;БИПЭК АВТО Павлодар;;;6;7100;42600;Павлодарская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Кызылорда;БИПЭК АВТО Кызылорда;;;7;7100;49700;Кызылординская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Костанай;БИПЭК АВТО Костанай;;;3;7100;21300;Костанайская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Кокшетау;БИПЭК АВТО Кокшетау;;;3;7100;21300;Акмолинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Каскелен;БИПЭК АВТО Каскелен;;;1;7100;7100;Алматинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Караганда;БИПЭК АВТО Караганда;;;11;7100;78100;Карагандинская область;Легковые автомобили;B класс;B;Локальное производство
2019;Март;БИПЭК АВТО;Lada;Granta;;2019;Республика Казахстан;Бензин;1,596;4 АТ;Передний;B класс ;Атырау;БИПЭК АВТО Атырау;;;24;7100;170400;Атырауская область;Легковые автомобили;B класс;B;Локальное производство
