Sale_Date,Company,Brand,Model,Production_Year,Country,Fuel_Type,Engine_Volume,Transmission,Drive_Type,Region,Area,Dealer_Center,Segment_2013,Class_2013,Quantity,Price_USD,Total_Price_USD,Sale_Month
2019-04-30,Меркур Авто,Volkswagen,Tiguan,2018,RUS,F,2.0,Автомат,4WD,Атырау,Атырауская Область,Mercur Auto Атырау,Внедорожники,Компактные SUV,1.0,32275.31768,32275.31768,4
2019-04-30,Меркур Авто,Volkswagen,Tiguan,2018,RUS,F,2.0,Автомат,4WD,Атырау,Атырауская Область,Mercur Auto Атырау,Внедорожники,Компактные SUV,1.0,31484.90174,31484.90174,4
2019-04-30,Меркур Авто,Volkswagen,Tiguan,2018,RUS,F,2.0,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Компактные SUV,1.0,35858.53662,35858.53662,4
2019-04-30,Меркур Авто,Volkswagen,Tiguan,2018,RUS,F,2.0,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Компактные SUV,1.0,38466.90924,38466.90924,4
2019-04-30,Меркур Авто,Volkswagen,Tiguan,2018,RUS,F,2.0,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Компактные SUV,1.0,32248.97048,32248.97048,4
2019-05-31,Меркур Авто,Volkswagen,Tiguan,2018,RUS,F,2.0,Автомат,4WD,Атырау,Атырауская Область,Mercur Auto Атырау,Внедорожники,Компактные SUV,1.0,31184.19854,31184.19854,5
2019-05-31,Меркур Авто,Volkswagen,Tiguan,2018,RUS,F,1.4,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Компактные SUV,1.0,28788.42283,28788.42283,5
2019-05-31,Меркур Авто,Volkswagen,Tiguan,2018,RUS,F,1.4,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Компактные SUV,1.0,30446.25706,30446.25706,5
2019-05-31,Меркур Авто,Volkswagen,Tiguan,2018,RUS,F,1.4,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Компактные SUV,1.0,28262.12626,28262.12626,5
2019-05-31,Меркур Авто,Volkswagen,Tiguan,2018,RUS,F,1.4,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Компактные SUV,1.0,31393.5909,31393.5909,5
2019-05-31,Меркур Авто,Volkswagen,Tiguan,2018,RUS,F,1.4,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Компактные SUV,1.0,32472.49888,32472.49888,5
2019-05-31,Меркур Авто,Volkswagen,Tiguan,2018,RUS,F,2.0,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Компактные SUV,1.0,34288.22208,34288.22208,5
2019-05-31,Меркур Авто,Volkswagen,Tiguan,2018,RUS,F,2.0,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Компактные SUV,1.0,34656.62968,34656.62968,5
2019-05-31,Меркур Авто,Volkswagen,Tiguan,2018,RUS,F,2.0,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Компактные SUV,1.0,35209.24109,35209.24109,5
2019-05-31,Меркур Авто,Volkswagen,Tiguan,2018,RUS,F,1.4,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Компактные SUV,1.0,32235.66542,32235.66542,5
2019-05-31,Меркур Авто,Volkswagen,Tiguan,2018,RUS,F,1.4,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Компактные SUV,1.0,31972.51713,31972.51713,5
2019-05-31,Меркур Авто,Volkswagen,Tiguan,2018,RUS,F,1.4,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Компактные SUV,1.0,34604.00002,34604.00002,5
2019-05-31,Меркур Авто,Volkswagen,Tiguan,2018,RUS,F,2.0,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Компактные SUV,1.0,34867.14831,34867.14831,5
2019-04-30,Меркур Авто,Volkswagen,Touareg,2018,RUS,F,3.0,Автомат,4WD,Нур-султан,Г.нур-султан,Mercur Auto Астана,Внедорожники,Среднеразмерные SUV,1.0,81676.31413,81676.31413,4
2019-04-30,Меркур Авто,Volkswagen,Touareg,2018,RUS,F,3.0,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Среднеразмерные SUV,1.0,83731.39558,83731.39558,4
2019-04-30,Меркур Авто,Volkswagen,Touareg,2018,RUS,F,3.0,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Среднеразмерные SUV,1.0,77144.59606,77144.59606,4
2019-02-28,Меркур Авто,Volkswagen,Transporter,2019,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Минивэны,Полноразмерный Минивэн,1.0,36520.77261,36520.77261,2
2019-03-31,Меркур Авто,Volkswagen,Transporter,2019,DEU,F,2.0,Автомат,4WD,Костанай,Костанайская Область,Автодом Костанай,Минивэны,Полноразмерный Минивэн,1.0,36508.31038,36508.31038,3
2019-01-31,Меркур Авто,Volkswagen,Transporter Kasten,2019,DEU,F,2.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Коммерческие автомобили,Микроавтобусы,7.0,30698.62045,214890.3431,1
2019-03-31,Меркур Авто,Audi,Q8,2018,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Полноразмерные SUV,1.0,125000.0,125000.0,3
2019-03-31,Меркур Авто,Audi,Q8,2018,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Полноразмерные SUV,1.0,119375.0,119375.0,3
2019-04-30,Меркур Авто,Audi,Q8,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Полноразмерные SUV,1.0,87000.0,87000.0,4
2019-04-30,Меркур Авто,Audi,Q8,2019,DEU,F,3.0,Автомат,4WD,Костанай,Костанайская Область,Автодом Костанай,Внедорожники,Полноразмерные SUV,1.0,80800.0,80800.0,4
2019-04-30,Меркур Авто,Audi,Q8,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Полноразмерные SUV,1.0,113850.0,113850.0,4
2019-05-31,Меркур Авто,Audi,Q8,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Полноразмерные SUV,1.0,85410.0,85410.0,5
2019-05-31,Меркур Авто,Audi,Q8,2019,DEU,F,3.0,Автомат,4WD,Костанай,Костанайская Область,Автодом Костанай,Внедорожники,Полноразмерные SUV,1.0,72215.0,72215.0,5
2019-05-31,Меркур Авто,Audi,Q8,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Полноразмерные SUV,1.0,85092.0,85092.0,5
2019-06-30,Меркур Авто,Audi,Q8,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Полноразмерные SUV,1.0,86453.0,86453.0,6
2019-07-31,Меркур Авто,Audi,Q8,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Полноразмерные SUV,1.0,106712.0,106712.0,7
2019-07-31,Меркур Авто,Audi,Q8,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Полноразмерные SUV,1.0,100799.0,100799.0,7
2019-07-31,Меркур Авто,Audi,Q8,2019,DEU,F,3.0,Автомат,4WD,Нур-султан,Г.нур-султан,Mercur Auto Астана,Внедорожники,Полноразмерные SUV,1.0,73025.0,73025.0,7
2019-07-31,Меркур Авто,Audi,Q8,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Полноразмерные SUV,1.0,78940.0,78940.0,7
2019-08-31,Меркур Авто,Audi,Q8,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Полноразмерные SUV,1.0,73677.33333,73677.33333,8
2019-08-31,Меркур Авто,Audi,Q8,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Полноразмерные SUV,1.0,78940.0,78940.0,8
2019-09-30,Меркур Авто,Audi,Q8,2019,DEU,F,3.0,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Полноразмерные SUV,1.0,72600.0,72600.0,9
2019-09-30,Меркур Авто,Audi,Q8,2019,DEU,F,3.0,Автомат,4WD,Нур-султан,Г.нур-султан,Mercur Auto Астана,Внедорожники,Полноразмерные SUV,1.0,81500.0,81500.0,9
2019-03-31,Меркур Авто,Audi,RS5,2018,DEU,F,2.9,Автомат,4WD,Алматы,Г.алматы,Mercur Auto Алматы,Легковые автомобили,Спортивные автомобили,1.0,107250.0,107250.0,3
2019-03-31,Меркур Авто,Volkswagen,Teramont,2019,RUS,F,2.0,Автомат,4WD,Костанай,Костанайская Область,Автодом Костанай,Внедорожники,Полноразмерные SUV,1.0,55556.12449,55556.12449,3
2019-04-30,Меркур Авто,Volkswagen,Teramont,2018,RUS,F,2.0,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Полноразмерные SUV,1.0,52193.79945,52193.79945,4
2019-04-30,Меркур Авто,Volkswagen,Teramont,2018,RUS,F,3.6,Автомат,,Алматы,Г.алматы,Mercur Auto Алматы,Внедорожники,Полноразмерные SUV,1.0,56462.04554,56462.04554,4
2019-05-31,Меркур Авто,Volkswagen,Teramont,2018,USA,F,2.0,Автомат,4WD,Атырау,Атырауская Область,Mercur Auto Атырау,Внедорожники,Полноразмерные SUV,1.0,52103.36125,52103.36125,5
2019-01-31,Меркур Авто,Volkswagen,Transporter Kombi ,2019,DEU,F,2.0,Автомат,4WD,Костанай,Костанайская Область,Автодом Костанай,Коммерческие автомобили,Микроавтобусы,1.0,36520.7726,36520.7726,1
